	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)
	wbase	wbasem	wmat	wmatm	woth	wothm	wprej	wprejm	bbase	bbasem	bmat	bmatm	both	bothm	bprej	bprejm	obase	obasem	omat	omatm	ooth	oothm	oprej	oprejm
VARIABLES	t_warmer	y1	t_warmer	y1	t_warmer	y1	t_warmer	y1	t_best	y1	t_best	y1	t_best	y1	t_best	y1	t_over_c	y1	t_over_c	y1	t_over_c	y1	t_over_c	y1
																								
o.white	-		-		-		-		-		-		-		-		-		-		-		-	
																								
female	-0.714		-0.788		-0.668		-0.397		-0.256		-0.280		-0.239		-0.0433		-0.455		-0.747		-0.787		-0.151	
	(0.176)		(0.155)		(0.147)		(0.159)		(0.120)		(0.132)		(0.143)		(0.142)		(0.174)		(0.212)		(0.244)		(0.223)	
age_cohort	-0.193		-0.170		-0.193		-0.263		0.118		0.130		0.0631		0.0663		-0.0769		-0.0574		-0.101		-0.158	
	(0.0519)		(0.0484)		(0.0471)		(0.0472)		(0.0358)		(0.0413)		(0.0468)		(0.0421)		(0.0532)		(0.0667)		(0.0787)		(0.0680)	
no_ba	1.637	1.637	0.886	0.886	0.440	0.440	0.555	0.555	0.654	0.0868	0.370	0.0426	0.128	0.0127	0.131	0.0142	1.181	0.0969	0.734	0.0453	0.164	0.00784	0.328	0.0186
	(0.188)	(0.188)	(0.169)	(0.169)	(0.161)	(0.161)	(0.171)	(0.171)	(0.130)	(0.0170)	(0.146)	(0.0167)	(0.162)	(0.0160)	(0.152)	(0.0164)	(0.193)	(0.0161)	(0.226)	(0.0139)	(0.267)	(0.0128)	(0.239)	(0.0135)
income	-0.0292		-0.00608		0.00784		-0.00973		0.0200		0.0277		0.0364		0.0273		-0.00382		-0.00188		-0.00816		0.0162	
	(0.0227)		(0.0202)		(0.0189)		(0.0200)		(0.0154)		(0.0170)		(0.0185)		(0.0173)		(0.0224)		(0.0268)		(0.0301)		(0.0270)	
religiosity	0.120		0.0567		0.0773		0.0225		0.0624		0.0386		0.0650		0.0185		0.0948		0.0889		0.143		0.0564	
	(0.0337)		(0.0295)		(0.0278)		(0.0307)		(0.0221)		(0.0241)		(0.0266)		(0.0258)		(0.0332)		(0.0405)		(0.0470)		(0.0421)	
party3_dem	-4.144		-2.886		-2.382		-2.796		-1.661		-1.347		-1.126		-1.271		-2.406		-1.919		-1.776		-1.959	
	(0.0948)		(0.0990)		(0.0986)		(0.0988)		(0.0675)		(0.0768)		(0.0832)		(0.0777)		(0.0998)		(0.116)		(0.135)		(0.121)	
look_work			-0.115		-0.0689						0.217		0.156						0.317		0.289			
			(0.351)		(0.329)						(0.310)		(0.341)						(0.485)		(0.580)			
concern_fut_exp			0.358		0.217						0.212		0.0708						0.323		0.213			
			(0.110)		(0.105)						(0.0944)		(0.105)						(0.150)		(0.172)			
finances_better			-0.0739		-0.00154						-0.0117		0.00828						0.00229		0.124			
			(0.0881)		(0.0828)						(0.0751)		(0.0804)						(0.122)		(0.141)			
tax_for_safety_net			-0.814		-0.505						-0.350		-0.235						-0.741		-0.569			
			(0.0858)		(0.0826)						(0.0739)		(0.0836)						(0.122)		(0.145)			
china_opp			-0.00448		0.317						-0.198		0.0294						-0.150		0.205			
			(0.137)		(0.130)						(0.113)		(0.123)						(0.172)		(0.200)			
support_trade			-0.530		-0.371						-0.294		-0.182						-0.492		-0.319			
			(0.0773)		(0.0733)						(0.0642)		(0.0703)						(0.103)		(0.116)			
economy_better			-1.326		-0.986						-0.603		-0.403						-1.004		-0.871			
			(0.0844)		(0.0819)						(0.0684)		(0.0740)						(0.114)		(0.132)			
support_isol					0.444								-0.0106								0.475			
					(0.0933)								(0.0896)								(0.151)			
support_immig					-1.176								-0.987								-1.370			
					(0.0862)								(0.0839)								(0.140)			
terror_threat					0.151								0.398								0.155			
					(0.100)								(0.105)								(0.164)			
disc_men							0.347								0.145								0.240	
							(0.0730)								(0.0655)								(0.103)	
disc_christ							0.319								0.172								0.231	
							(0.0615)								(0.0528)								(0.0845)	
disc_white							0.291								0.201								0.379	
							(0.0623)								(0.0525)								(0.0815)	
am_life_threat							1.040								0.777								1.027	
							(0.0942)								(0.0928)								(0.144)	
sdo							0.344								0.186								0.356	
							(0.0521)								(0.0443)								(0.0711)	
outgroup_prej							0.287								0.285								0.401	
							(0.0819)								(0.0698)								(0.109)	
nat_super							-0.0196								0.260								0.104	
							(0.0941)								(0.0844)								(0.134)	
Constant	19.95		25.00		22.88		14.28		1.698		4.540		4.438		-2.702		5.008		10.61		10.67		-0.0893	
	(0.532)		(0.735)		(0.855)		(0.642)		(0.348)		(0.629)		(0.851)		(0.580)		(0.530)		(1.126)		(1.526)		(0.903)	
																								
Observations	1,986	1,986	1,966	1,966	1,966	1,966	1,950	1,950	2,175	2,175	2,148	2,148	2,148	2,148	2,132	2,132	1,649	1,649	1,630	1,630	1,630	1,630	1,618	1,618
R-squared	0.552		0.666		0.707		0.665																	
r2_p	.	.	.	.	.	.	.	.	0.362	.	0.443	.	0.518	.	0.481	.	0.579	.	0.690	.	0.763	.	0.718	.
chi2	.	.	.	.	.	.	.	.	1040	.	1259	.	1472	.	1357	.	1320	.	1557	.	1720	.	1607	.
df_m	6	.	13	.	16	.	13	.	6	.	13	.	16	.	13	.	6	.	13	.	16	.	13	.
Standard errors in parentheses																								
