	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)
	wbase	wbasem	wmat	wmatm	woth	wothm	wprej	wprejm	bbase	bbasem	bmat	bmatm	both	bothm	bprej	bprejm	obase	obasem	omat	omatm	ooth	oothm	oprej	oprejm
VARIABLES	t_warmer	y1	t_warmer	y1	t_warmer	y1	t_warmer	y1	t_best	y1	t_best	y1	t_best	y1	t_best	y1	t_over_c	y1	t_over_c	y1	t_over_c	y1	t_over_c	y1
																								
2.female	-0.994		-0.754		-0.543		-0.487		-0.554		-0.615		-0.473		-0.440		-0.632		-0.758		-0.624		-0.620	
	(0.605)		(0.451)		(0.404)		(0.454)		(0.226)		(0.279)		(0.309)		(0.291)		(0.262)		(0.395)		(0.479)		(0.403)	
1.age_cohort	-0.725		0.433		1.535		1.304		-1.143		-1.224		-0.545		-0.627		-0.910		-0.840		-0.102		0.0330	
	(0.855)		(0.649)		(0.585)		(0.637)		(0.344)		(0.420)		(0.481)		(0.452)		(0.403)		(0.603)		(0.763)		(0.677)	
2.age_cohort	0.573		0.392		0.853		0.807		-0.611		-0.862		-0.613		-0.701		-0.258		-0.431		0.183		0.265	
	(0.616)		(0.460)		(0.412)		(0.459)		(0.239)		(0.296)		(0.336)		(0.318)		(0.281)		(0.434)		(0.541)		(0.463)	
3.age_cohort	0.176		0.113		0.316		0.382		-0.427		-0.690		-0.338		-0.322		-0.212		-0.416		-0.325		-0.0478	
	(0.642)		(0.478)		(0.427)		(0.479)		(0.241)		(0.302)		(0.334)		(0.322)		(0.279)		(0.432)		(0.522)		(0.448)	
5.age_cohort	-0.134		-0.0332		0.301		-0.122		-0.276		-0.285		-0.0125		-0.282		-0.438		-0.448		-0.0528		-0.567	
	(0.567)		(0.424)		(0.379)		(0.422)		(0.211)		(0.265)		(0.292)		(0.278)		(0.242)		(0.373)		(0.433)		(0.376)	
6.age_cohort	-0.101		0.00633		0.0687		-0.502		-0.144		-0.211		-0.216		-0.361		-0.198		-0.315		-0.129		-0.457	
	(0.629)		(0.478)		(0.428)		(0.471)		(0.234)		(0.310)		(0.362)		(0.314)		(0.267)		(0.429)		(0.538)		(0.421)	
7.age_cohort	-0.414		0.466		0.600		-0.509		-0.262		-0.0577		-0.0218		-0.270		-0.468		-0.168		0.531		-0.610	
	(0.788)		(0.598)		(0.535)		(0.597)		(0.306)		(0.384)		(0.462)		(0.396)		(0.352)		(0.517)		(0.653)		(0.513)	
1b.female#1o.age_cohort	0		0		0		0		0		0		0		0		0		0		0		0	
	(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)	
1b.female#2o.age_cohort	0		0		0		0		0		0		0		0		0		0		0		0	
	(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)	
1b.female#3o.age_cohort	0		0		0		0		0		0		0		0		0		0		0		0	
	(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)	
1b.female#4b.age_cohort	0		0		0		0		0		0		0		0		0		0		0		0	
	(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)	
1b.female#5o.age_cohort	0		0		0		0		0		0		0		0		0		0		0		0	
	(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)	
1b.female#6o.age_cohort	0		0		0		0		0		0		0		0		0		0		0		0	
	(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)	
1b.female#7o.age_cohort	0		0		0		0		0		0		0		0		0		0		0		0	
	(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)	
2.female#1.age_cohort	0.749		-0.205		-0.217		0.811		1.090		1.338		1.463		1.680		1.074		0.956		1.121		1.716	
	(1.220)		(0.911)		(0.813)		(0.902)		(0.480)		(0.565)		(0.638)		(0.606)		(0.565)		(0.808)		(0.970)		(0.877)	
2.female#2.age_cohort	-0.335		0.0860		-0.0497		0.0576		0.220		0.498		0.443		0.488		0.140		0.135		-0.306		0.187	
	(0.817)		(0.608)		(0.543)		(0.607)		(0.321)		(0.388)		(0.440)		(0.414)		(0.376)		(0.561)		(0.699)		(0.596)	
2.female#3.age_cohort	-0.0519		-0.280		-0.0749		-0.0425		0.160		0.349		0.322		0.227		-0.0243		-0.0805		0.363		0.0314	
	(0.886)		(0.659)		(0.588)		(0.658)		(0.338)		(0.414)		(0.459)		(0.435)		(0.390)		(0.584)		(0.700)		(0.608)	
2o.female#4b.age_cohort	0		0		0		0		0		0		0		0		0		0		0		0	
	(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)		(0)	
2.female#5.age_cohort	-0.941		-0.692		-0.679		-0.341		0.127		0.0655		-0.0473		0.277		0.165		-0.0536		-0.296		0.487	
	(0.797)		(0.593)		(0.529)		(0.593)		(0.299)		(0.368)		(0.407)		(0.380)		(0.344)		(0.513)		(0.609)		(0.515)	
2.female#6.age_cohort	-1.769		-1.259		-0.756		-0.345		-0.219		-0.177		-0.128		0.256		-0.458		-0.859		-0.763		0.289	
	(0.876)		(0.655)		(0.584)		(0.654)		(0.332)		(0.418)		(0.481)		(0.426)		(0.379)		(0.576)		(0.721)		(0.568)	
2.female#7.age_cohort	-0.202		-0.538		-0.398		0.641		0.202		0.248		0.107		0.558		0.250		0.0631		-0.781		0.792	
	(1.137)		(0.849)		(0.758)		(0.861)		(0.434)		(0.529)		(0.626)		(0.549)		(0.503)		(0.739)		(0.941)		(0.717)	
1.income	-2.142		-1.429		-0.960		-1.511		-1.478		-1.513		-0.996		-1.832		-1.509		-0.905		-0.223		-1.726	
	(1.272)		(0.955)		(0.851)		(0.941)		(0.595)		(0.675)		(0.709)		(0.716)		(0.669)		(0.783)		(0.823)		(0.803)	
2.income	-2.219		-1.240		-1.600		-1.782		-1.169		-1.154		-1.480		-1.318		-0.959		-0.119		-1.134		-1.155	
	(0.855)		(0.642)		(0.572)		(0.643)		(0.373)		(0.462)		(0.476)		(0.440)		(0.445)		(0.663)		(0.727)		(0.625)	
3.income	-0.674		-0.779		-0.552		-0.544		-0.287		-0.447		-0.209		-0.311		-0.225		-0.687		-0.127		-0.306	
	(0.724)		(0.540)		(0.482)		(0.541)		(0.279)		(0.330)		(0.371)		(0.339)		(0.327)		(0.462)		(0.535)		(0.449)	
4.income	0.158		0.389		-0.0806		-0.169		-0.131		-0.0160		-0.251		-0.270		0.107		0.921		0.388		-0.187	
	(0.694)		(0.521)		(0.465)		(0.519)		(0.267)		(0.320)		(0.360)		(0.333)		(0.329)		(0.476)		(0.601)		(0.498)	
5.income	-0.845		-0.435		-0.446		-0.397		-0.309		-0.308		-0.282		-0.306		-0.297		-0.224		-0.561		-0.421	
	(0.655)		(0.490)		(0.436)		(0.489)		(0.251)		(0.303)		(0.343)		(0.321)		(0.292)		(0.423)		(0.499)		(0.432)	
6.income	-0.772		-0.355		-0.680		-0.470		-0.109		-0.00663		-0.177		-0.133		0.00437		0.0490		0.00863		0.305	
	(0.628)		(0.469)		(0.419)		(0.469)		(0.235)		(0.278)		(0.317)		(0.297)		(0.273)		(0.386)		(0.471)		(0.412)	
7.income	-0.578		-0.511		-0.714		-0.108		-0.416		-0.431		-0.601		-0.424		-0.356		-0.458		-0.203		0.0985	
	(0.676)		(0.505)		(0.450)		(0.503)		(0.258)		(0.318)		(0.358)		(0.337)		(0.298)		(0.447)		(0.540)		(0.467)	
8.income	-0.0883		0.306		0.213		0.292		-0.105		0.0355		-0.0261		-0.0888		-0.173		-0.186		0.0736		-0.0670	
	(0.707)		(0.528)		(0.471)		(0.528)		(0.270)		(0.320)		(0.368)		(0.357)		(0.316)		(0.446)		(0.542)		(0.510)	
9.income	-0.604		-0.150		-0.121		-0.345		-0.438		-0.408		-0.433		-0.432		-0.312		-0.280		-0.165		-0.190	
	(0.547)		(0.407)		(0.363)		(0.407)		(0.212)		(0.254)		(0.289)		(0.266)		(0.244)		(0.359)		(0.435)		(0.358)	
11.income	-1.005		-0.286		-0.343		-0.432		-0.410		-0.240		-0.195		-0.312		-0.506		-0.456		-0.266		-0.361	
	(0.536)		(0.403)		(0.360)		(0.400)		(0.208)		(0.253)		(0.292)		(0.267)		(0.237)		(0.352)		(0.433)		(0.354)	
12.income	-0.299		-0.534		-0.418		-0.291		-0.0403		-0.147		-0.0294		-0.0471		-0.185		-0.482		-0.480		-0.0662	
	(0.648)		(0.482)		(0.430)		(0.485)		(0.246)		(0.306)		(0.352)		(0.325)		(0.277)		(0.440)		(0.511)		(0.430)	
13.income	-0.302		-0.0635		-0.0365		0.000121		-0.0923		-0.0226		0.0836		0.0621		-0.247		-0.368		-0.337		0.0293	
	(0.562)		(0.419)		(0.374)		(0.421)		(0.214)		(0.260)		(0.293)		(0.280)		(0.245)		(0.360)		(0.435)		(0.373)	
14.income	-0.702		-0.433		-0.296		-0.256		-0.243		-0.188		-0.247		0.0116		-0.345		-0.399		-0.351		-0.0476	
	(0.577)		(0.431)		(0.384)		(0.430)		(0.223)		(0.276)		(0.312)		(0.290)		(0.249)		(0.377)		(0.465)		(0.377)	
15.income	-0.559		-0.0179		-0.194		-0.544		-0.0267		0.0216		-0.0182		-0.127		-0.125		-0.00854		-0.143		0.0150	
	(0.653)		(0.487)		(0.435)		(0.485)		(0.251)		(0.307)		(0.345)		(0.324)		(0.290)		(0.445)		(0.536)		(0.452)	
16.income	1.156		0.269		0.311		0.337		0.387		0.0642		0.111		0.0459		0.485		0.218		-0.0647		0.359	
	(0.802)		(0.598)		(0.533)		(0.596)		(0.303)		(0.394)		(0.431)		(0.415)		(0.352)		(0.602)		(0.719)		(0.650)	
17.income	0.135		-0.211		-0.171		0.312		0.186		0.100		0.101		0.409		0.254		-0.0378		-0.0133		0.722	
	(1.028)		(0.765)		(0.683)		(0.761)		(0.385)		(0.475)		(0.507)		(0.475)		(0.441)		(0.647)		(0.697)		(0.633)	
18.income	0.550		0.219		0.240		0.570		0.514		0.706		0.854		0.676		0.469		0.979		1.089		0.840	
	(0.813)		(0.612)		(0.546)		(0.606)		(0.306)		(0.392)		(0.462)		(0.397)		(0.344)		(0.560)		(0.678)		(0.536)	
no_ba	2.902	2.902	1.179	1.179	0.426	0.426	0.360	0.360	0.824	0.171	0.414	0.0592	0.0317	0.00357	-0.0997	-0.0131	1.149	0.240	0.702	0.0698	0.0566	0.00391	0.0273	0.00257
	(0.268)	(0.268)	(0.208)	(0.208)	(0.189)	(0.189)	(0.210)	(0.210)	(0.107)	(0.0212)	(0.135)	(0.0192)	(0.159)	(0.0179)	(0.144)	(0.0189)	(0.121)	(0.0227)	(0.184)	(0.0179)	(0.232)	(0.0160)	(0.189)	(0.0178)
2.religiosity	0.834		0.277		0.329		-0.214		0.290		0.258		0.297		0.0392		0.352		0.368		0.142		-0.0655	
	(0.391)		(0.292)		(0.261)		(0.292)		(0.159)		(0.193)		(0.220)		(0.202)		(0.176)		(0.267)		(0.330)		(0.271)	
3.religiosity	1.514		0.609		0.599		0.159		0.637		0.655		0.893		0.340		0.605		0.621		0.752		-0.0243	
	(0.414)		(0.310)		(0.278)		(0.312)		(0.164)		(0.202)		(0.230)		(0.212)		(0.183)		(0.272)		(0.325)		(0.283)	
4.religiosity	2.967		1.250		0.740		0.472		1.062		0.851		0.703		0.389		1.146		0.957		0.647		0.189	
	(0.452)		(0.341)		(0.306)		(0.344)		(0.176)		(0.215)		(0.244)		(0.227)		(0.201)		(0.295)		(0.358)		(0.306)	
5.religiosity	2.180		0.795		0.381		0.0276		0.784		0.729		0.695		0.362		0.800		0.682		0.714		-0.0883	
	(0.608)		(0.455)		(0.407)		(0.456)		(0.237)		(0.292)		(0.327)		(0.306)		(0.265)		(0.400)		(0.478)		(0.393)	
6.religiosity	2.174		0.814		0.817		0.0521		0.681		0.455		0.492		-0.0248		0.955		1.235		1.437		0.473	
	(0.585)		(0.438)		(0.391)		(0.441)		(0.232)		(0.284)		(0.323)		(0.298)		(0.266)		(0.405)		(0.485)		(0.402)	
7.religiosity	3.368		1.446		1.384		0.930		1.191		0.924		1.115		0.523		1.434		1.174		1.449		0.727	
	(0.496)		(0.376)		(0.336)		(0.378)		(0.193)		(0.239)		(0.268)		(0.245)		(0.226)		(0.330)		(0.405)		(0.337)	
8.religiosity	3.764		1.274		1.196		0.609		1.101		0.608		0.695		0.145		1.599		1.326		1.346		0.512	
	(0.423)		(0.323)		(0.291)		(0.330)		(0.165)		(0.201)		(0.230)		(0.213)		(0.199)		(0.293)		(0.352)		(0.304)	
9.religiosity	4.464		2.119		1.736		1.327		1.857		1.579		1.699		1.260		2.162		2.157		2.249		1.311	
